Chapter,Part,ID,Type,Prompt,Name/Problem,Description/Solution
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,5c6929a9-606f-4078-94bc-38e8b9dc007e,PROBLEM,Rewrite as a decimal.,23.62%,http://2.bp.blogspot.com/-phpfE7hkKgM/UJMheN67_rI/AAAAAAAACpE/N4hFDut2Sbg/s1600/ex01-0511.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,df7752ea-d023-47f9-aa74-875da7a3cd75,PROBLEM,Rewrite as a decimal.,500%,http://1.bp.blogspot.com/-dG3PqY-nrZ0/UJMhiX1rJ4I/AAAAAAAACpM/cmZhAkF-LZw/s1600/ex01-0512.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,0f049d19-beb2-4931-8c94-d0c35d8afb71,PROBLEM,Rewrite as a decimal.,0%,http://1.bp.blogspot.com/-jYgFjGwKkS8/UJMhmamX0DI/AAAAAAAACpU/P1FmvvxYsEY/s1600/ex01-0513.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,0bc3614d-b5c3-4bec-bf93-cf15659191d8,PROBLEM,Rewrite as a decimal.,20 1/3%,http://2.bp.blogspot.com/-6WwzKvvwvXs/UJMhqNv1fWI/AAAAAAAACpc/xvsqhbsQBJo/s1600/ex01-0514.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,52fb0a4a-a891-4285-a853-58f9291e2d1c,LESSON,,write a decimal as a percent,"To write a decimal as a percent, you can multiply by 1 = 100%. For example,

http://2.bp.blogspot.com/-jTRQZbPErQ4/UJMiHvhi7nI/AAAAAAAACpk/IToxKA5n7kE/s1600/ex01-0516b.PNG
http://2.bp.blogspot.com/-DaR7AXe-huM/UJMiO6RKL8I/AAAAAAAACps/WrPXd1SAeDU/s1600/ex01-0516a.PNG

This can be done quickly by moving the decimal to the right two places.  One way to remember how to convert between decimals and percents is to use the letters D and P in alphabetical order and the following illustration.

http://4.bp.blogspot.com/-wwxcCZ0i29E/UJMidlZ_A5I/AAAAAAAACp0/1KXY134taWU/s1600/ex01-0515.PNG

If you have a decimal the illustration shows to move the decimal two places to the right. If you have a percent the illustration shows to move the decimal two places to the left."
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,7a624f3e-fccb-45ad-b35c-0e6e8d3ff58f,PROBLEM,Re-write as a percent.,0.07,http://4.bp.blogspot.com/-YIRvo4PMobk/UJMil1B_gRI/AAAAAAAACp8/4D6La6S9swE/s1600/ex01-0522.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,dfee63f9-ad1f-4ec1-a5ad-43b308db42ba,PROBLEM,Re-write as a percent.,0.97,http://2.bp.blogspot.com/-QPcEItSBZHc/UJMiqVugMfI/AAAAAAAACqE/IOvy5Jpj1kE/s1600/ex01-0523.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,6a8fd00c-452f-43a1-ab48-8f1db3194d77,PROBLEM,Re-write as a percent.,2.34,http://3.bp.blogspot.com/-3zIdky-0sVo/UJMivFk6vqI/AAAAAAAACqM/vacEY5NaLJA/s1600/ex01-0524.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,2bb70fa3-475d-419d-ab32-593970ad9cf8,PROBLEM,Re-write as a percent.,1/5,http://1.bp.blogspot.com/-wPawmz4LUbk/UJMizsQJQQI/AAAAAAAACqU/tHoYEhqfoVE/s1600/ex01-0525.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,12a4acf6-0aed-433e-be95-b4aff5c820f1,PROBLEM,Re-write as a percent.,25/8,http://4.bp.blogspot.com/-WutSn24ISCY/UJMi39ge2qI/AAAAAAAACqc/xrfhGs3e_Vs/s1600/ex01-0526.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,785a35be-35b9-4cf3-80a1-cd98e87938f3,PROBLEM,Re-write as a percent.,3 1/4,http://4.bp.blogspot.com/-SfnMObrFTug/UJMi7uDZO3I/AAAAAAAACqk/H7K7bxR8HC8/s1600/ex01-0527.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,75f6231c-5464-4c8a-a718-71b5cf20ce12,PROBLEM,Re-write as a percent.,17/50,http://1.bp.blogspot.com/-3-Ec3rVevmU/UJMjABhrO8I/AAAAAAAACqs/o7w8NXj-nL0/s1600/ex01-0528.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,31778187-be0a-43f0-933f-bbabe032d062,PROBLEM,Re-write as a percent.,2/3,http://2.bp.blogspot.com/-d_T1E3PhmYY/UJMjGdXS1dI/AAAAAAAACq0/b3CcworphWY/s1600/ex01-0529.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,6a6e6c0b-c09c-4478-b8f3-d7d82f233c21,PROBLEM,Re-write as a percent.,3,http://1.bp.blogspot.com/-zPjmXE9zxdM/UJMjLJAZRqI/AAAAAAAACq8/wp1eSwfA8gM/s1600/ex01-0530.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,b467517e-5374-4dfe-9afe-6b67248a6c47,LESSON,,converting percents to fractions and reduce,"Converting percents to fractions there really is no easy trick.  The idea is to use the definition and then reduce.  You must remember that a percent is a part of 100.

http://4.bp.blogspot.com/-PheM16Sav1w/UJMjiKEMo7I/AAAAAAAACrE/-eKziFq7Pqo/s1600/ex01-0531.PNG

http://2.bp.blogspot.com/-xv0NhsKF_zs/UJMjnTaE4FI/AAAAAAAACrM/ZwI2H-Jr6AA/s1600/ex01-0532.PNG"
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,b0800d28-aae0-4826-abb9-401027b91a16,PROBLEM,Re-write as fractions.,50%,http://2.bp.blogspot.com/-G0Mbkmy6AGk/UJMjvI0leEI/AAAAAAAACrU/M-DzZmANbDo/s1600/ex01-0533.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,c1bcf6f9-4b06-46ea-a15f-38e3f92114b5,PROBLEM,Re-write as fractions.,32%,http://1.bp.blogspot.com/-U97VS9H-qEU/UJMjzEtJaqI/AAAAAAAACrc/BovjXG28RGA/s1600/ex01-0534.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,6895bee4-66a9-4b11-bb26-9ca5f945f417,PROBLEM,Re-write as fractions.,400%,http://1.bp.blogspot.com/-lQ4gIG_07Cc/UJMj3M1mHxI/AAAAAAAACrk/iYe4VN_z4IE/s1600/ex01-0535.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,6a2a5414-6ae2-45c0-902d-903e7ab097dd,PROBLEM,Re-write as fractions.,33 1/3%,http://4.bp.blogspot.com/-Cs2KIWn6yls/UJMj_kYe2mI/AAAAAAAACr0/0cn8Ok3BmJU/s1600/ex01-0537.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,6a60547e-ec26-47ad-9f42-19cc14a991c1,PROBLEM,Re-write as fractions.,3 7/31%,http://3.bp.blogspot.com/-y6LsM35H9ck/UJMkEZ7MGqI/AAAAAAAACr8/pB-Itpawf2s/s1600/ex01-0538.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,923b914f-98a5-45cf-beed-dd45e6769a12,PROBLEM,Re-write as fractions.,5 5/7%,http://4.bp.blogspot.com/-9ttTI7zDEmM/VB28la8F2pI/AAAAAAAALT4/qBC3GVVBG_I/s1600/percent2.png
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,ff537ed0-b7d1-4060-aa86-601f0a1f50b2,PROBLEM,Tax,A calculator is advertised at $12.99 plus a 7.5% sales tax.  What is the total including tax?,http://2.bp.blogspot.com/-yxY2La_JEas/UJMkXv3G9ZI/AAAAAAAACsE/6ix4kCzFbYQ/s1600/ex01-0539.PNG
1 - Real Numbers and Their Operations,1.5 Review of Decimals and Percents,52242e0c-cfea-481a-a034-5d3b4c7e472a,PROBLEM,Tip,"After a nice dinner out, the bill came to $35.75.  For good service you wish to leave a 15% tip.  What is the total including the tip?",http://1.bp.blogspot.com/-HfC5VKnzES4/UJMkdoqEdJI/AAAAAAAACsM/IxcDpUzx-Gs/s1600/ex01-0540.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,7fb86f64-745d-413b-97f2-f2264d0a442c,LESSON,,square a number,"To square a number means to multiply that number times itself.  For example:

http://3.bp.blogspot.com/-hzTZTLSSddI/UJMoeoDQ0jI/AAAAAAAACs4/XOdwGRnNa2E/s1600/ex01-0601.PNG

The number 5 is called the base and the integer 2 is called the exponent. Another way to read the above example is ""5 raised to the second power."""
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,b1402ed7-59ad-49e5-9a02-97ed758b1a51,PROBLEM,Simplify.,(-3)^2,http://1.bp.blogspot.com/-LBC_oG6fy6w/UJMokfOvBkI/AAAAAAAACtA/uzOhDv79AwI/s1600/ex01-0602.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,2d1ddfef-d378-4894-8745-4cc11ae4b916,PROBLEM,,(1.2)^2,http://4.bp.blogspot.com/-kKOz4knXLMc/UJMongyjYjI/AAAAAAAACtI/KPKcw_wrk2E/s1600/ex01-0603.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,96694ff1-8b80-49cc-986b-5a77e717aebe,PROBLEM,,7^2,http://4.bp.blogspot.com/-wJzthqYz-Cc/UJMoqb1V24I/AAAAAAAACtQ/05ug9vg-ZNQ/s1600/ex01-0604.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,41a3de9d-4577-452d-b45b-b8574469feea,PROBLEM,,0^2,http://4.bp.blogspot.com/-LUAV7Yv9-Zg/UJMos4VBkUI/AAAAAAAACtY/OjPpOqcFfEY/s1600/ex01-0605.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,1e3ce237-6d93-45a6-8371-cc5e3a46adbe,PROBLEM,,-4^2,http://2.bp.blogspot.com/-U6beYEeDodc/UJMovwTd4oI/AAAAAAAACtg/Z4xZcGOBaWo/s1600/ex01-0606.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,a0032248-2208-4eb7-8b1a-a93660018b07,PROBLEM,,(-4)^2,http://1.bp.blogspot.com/-O2SvSvx7VX8/UJMoz-XhwrI/AAAAAAAACto/UbB-QRZ_9Oo/s1600/ex01-0607.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,0aa4c30a-2498-4222-ac31-6527ddf0d6c4,LESSON,,square root,"The square root can be thought of as the opposite of squaring a number.  In other words, if we want the square root of 16 the question is ""what number squared gives 16?""  Actually there are two answers to this question, 4 and −4 because:

http://3.bp.blogspot.com/-e3GQoGPehxY/UJMpGWcMy0I/AAAAAAAACtw/QIMBrMFpHHA/s1600/ex01-0608.PNG

Hence, there is a technical distinction here. When we are asked for the square root of numbers we mean the principal (non-negative) square root."
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,6081b00b-4c64-45f0-bc97-4d722e794734,PROBLEM,Simplify.,√64,http://3.bp.blogspot.com/-vCp8kX13vGQ/UJMpNO7-maI/AAAAAAAACt4/sVBKR59TEZg/s1600/ex01-0609.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,58e08bf7-524e-4624-b71d-781d3cd0f796,PROBLEM,Simplify.,√100,http://3.bp.blogspot.com/-y_kXwYXTNvA/UJMpRI_KX4I/AAAAAAAACuA/HuBG4jt2HEU/s1600/ex01-0610.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,ea97543d-3291-44b0-a460-e84e94d865ec,PROBLEM,Simplify.,√1,http://2.bp.blogspot.com/-ll4pPfjbDHo/UJMpUPeBZzI/AAAAAAAACuI/LVC4Fv0D6t8/s1600/ex01-0611.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,c5ca788f-35e2-42b0-bd53-f5537d85c1f0,PROBLEM,Simplify.,√0,http://1.bp.blogspot.com/-h1JogDYxPsU/UJMpX6u9PMI/AAAAAAAACuQ/tj81NV7E9Ck/s1600/ex01-0612.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,3aead0da-4c66-4c79-a2bb-7db2a8ae0ddf,PROBLEM,Simplify.,√50,http://3.bp.blogspot.com/-pgSnH6UGixQ/UJMpcKG9H9I/AAAAAAAACuY/XNVDuzyAVs4/s1600/ex01-0613.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,b223af2a-898c-42bf-b454-740e7cd28634,PROBLEM,Simplify.,√17,http://1.bp.blogspot.com/-AzyEvTrW9oQ/UJMpfyke86I/AAAAAAAACug/h6qkGxlGsDo/s1600/ex01-0614.PNG
1 - Real Numbers and Their Operations,1.6 Exponents and Square Roots,f846a1eb-4f09-4edd-8385-936b8c5307ae,LESSON,,simplifying square roots,"If A and B are positive and real the following property is useful for simplifying square roots:

http://1.bp.blogspot.com/-YO9Hyq92dAU/UJMpwLp2GaI/AAAAAAAACuo/DsYpFx5O0Xo/s1600/ex01-0615.PNG

Look for the largest perfect square factor and the apply this property as follows:

http://4.bp.blogspot.com/-iQewX0ErKtY/UJMp2pSx9oI/AAAAAAAACuw/ymDEYlt9lSo/s1600/ex01-0615a.PNG"
1 - Real Numbers and Their Operations,1.7 Order of Operations,837aa3cd-48d5-449b-b47c-b79924efcfcc,LESSON,,order of operations,"When several operations are to be applied within a calculation, we must follow a specific order to ensure a single correct result.

Order of Operations:
- Perform all calculations within the innermost Parentheses first.
- Evaluate Exponent expressions.
- Apply the Multiplication and Division operations from left to right.
- Lastly, work all Addition and Subtraction operations from left to right.

http://4.bp.blogspot.com/-LtnwzWh7qC0/UJPcOAGkn4I/AAAAAAAACvg/bkX19UeQ5ac/s1600/ex01-0701.PNG"
1 - Real Numbers and Their Operations,1.7 Order of Operations,92580588-4376-4e15-ad5e-75acd9786501,PROBLEM,Simplify.,3 + 2 * 3,http://3.bp.blogspot.com/-3IETuMO5C6k/UJPdGUVCypI/AAAAAAAACv4/h4fFkgE4Ajs/s1600/ex01-0703.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,5e55a07d-e77e-4f89-b785-93d9a0f2e9f8,PROBLEM,Simplify.,4 - 5 * 3,http://2.bp.blogspot.com/-bduHwWeY9oc/UJPdQeD012I/AAAAAAAACwA/aAkt0F9fK1E/s1600/ex01-0704.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,af6e17ca-5451-4d62-af32-abe38399ca94,PROBLEM,Simplify.,2 + 3(-2) - 7,http://3.bp.blogspot.com/-tBx-TEl42NA/UJPdUO8_lVI/AAAAAAAACwI/h0c3BCmTr48/s1600/ex01-0705.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,97ae598b-9145-487e-9c7f-40a9a56d5c01,PROBLEM,Simplify.,8 ÷ 2 - 3 * 2,http://4.bp.blogspot.com/-JBi5MGyopyg/UJPdXpWQqmI/AAAAAAAACwQ/KHuMpaNPtbU/s1600/ex01-0706.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,e2c6b97e-5371-4e69-b3bd-58e1d8b30096,PROBLEM,Simplify.,3 + 6^2 ÷ 12,http://4.bp.blogspot.com/-ZcyeXwcaMYE/UJPdbtkSoiI/AAAAAAAACwY/3muUNZWRis8/s1600/ex01-0707.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,e44b6abb-17c3-4c61-93ba-abc7d8afde03,PROBLEM,Simplify.,-2 - 3^2 + (-2)^2,http://3.bp.blogspot.com/-Dh4nj4Mj5WM/UJPdh2_HVlI/AAAAAAAACwg/OR0FsyZrsc0/s1600/ex01-0708.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,ea0a0eda-649d-4384-9423-b1ca9b9e2c37,PROBLEM,Simplify.,(-5)^2 - 2(5)^2 ÷ 10,http://2.bp.blogspot.com/-BlcSHGNR3DM/UJPdmlro6KI/AAAAAAAACwo/W3hdpWalvyw/s1600/ex01-0709.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,f42fc4fe-35fb-44f2-b8e2-798dd64c8d50,PROBLEM,Simplify.,-3(4 - 7) + 2,http://4.bp.blogspot.com/-G8VNi5ZZrBU/UJPdqnFLyKI/AAAAAAAACww/NkmyYfBpu90/s1600/ex01-0710.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,17279951-ea19-4195-9403-cc14d1e71ac4,PROBLEM,Simplify.,(-2 + 7)^2 - 10^2,http://3.bp.blogspot.com/-XtZRyC2Xgnc/UJPduTF_pbI/AAAAAAAACw4/pYjLJr_Oids/s1600/ex01-0711.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,edeb8939-a40d-4627-992f-edf931261426,PROBLEM,Simplify.,10 - 7(3 + 2) + 7^2,http://3.bp.blogspot.com/-5TjV9oNC-K8/UJPdy_aYhlI/AAAAAAAACxA/z5Di8uVDFP8/s1600/ex01-0712.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,0cf011de-376b-4bbd-8e5e-899f12fe0c90,PROBLEM,Simplify.,-7 - 3(4 - 2 * 8),http://1.bp.blogspot.com/-rReMwnqvK64/UJPd2jGzlaI/AAAAAAAACxI/q4AlwCTeDr8/s1600/ex01-0713.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,d23b6836-f480-4793-a4b2-08a8ecbc5472,PROBLEM,Simplify.,2 - 7(3^2 - 3 + 4 * 3),http://2.bp.blogspot.com/-5EwToH5bLq4/UJPd64L7p1I/AAAAAAAACxQ/jtHHvUwJcmM/s1600/ex01-0714.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,16c4f44d-bb92-41af-9929-edb2bc67ac1c,LESSON,,order of operations with fractions,"Order of operation problems get a bit more tedious when fractions are involved. Remember that when adding or subtracting fractions you need to first find the equivalent fractions with a common denominator. Multiplication does not require a common denominator.

http://3.bp.blogspot.com/-0HJybMNKwOY/UJPeh7jgIHI/AAAAAAAACxY/DRGkKEQUfQw/s1600/ex01-0715.PNG

http://4.bp.blogspot.com/-aKB5CYbFwm0/UJPelsAQrgI/AAAAAAAACxg/a0j7Sm1uySE/s1600/ex01-0716.PNG"
1 - Real Numbers and Their Operations,1.7 Order of Operations,7666d615-a08f-4944-8191-66e1d22f05f4,PROBLEM,Simplify.,1/3 + 1/2 * 1/5,http://1.bp.blogspot.com/-uO7FB6KO9PM/UJPfPZyBrZI/AAAAAAAACxo/cHjtf3oT-4o/s1600/ex01-0717.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,030f17f7-3dc8-438b-9d39-d014ccb0d0bc,PROBLEM,Simplify.,5/8 ÷ 3/2 * 14/15,http://4.bp.blogspot.com/-99cKzwgkDH0/UJPfTREFo5I/AAAAAAAACxw/uEoMnfqPlJ8/s1600/ex01-0718.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,b1011567-8a05-4b8a-9951-b01418ead4bb,PROBLEM,Simplify.,5 * 2/15 - (1/2)^3,http://4.bp.blogspot.com/-GWS4IKG8MVw/UJPfXOujSMI/AAAAAAAACx4/pWAEnQq3MhA/s1600/ex01-0719.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,7c62e888-31ee-4eff-a5fd-d8c295474e9c,PROBLEM,Simplify.,5/17(3/5 - 4/35),http://3.bp.blogspot.com/-lRhQDTGmgcA/UJPfbdHuzMI/AAAAAAAACyA/EJSBarPDrYU/s1600/ex01-0720.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,b74da981-7391-405f-91de-5ff5399d3f2d,PROBLEM,Simplify.,3/16 ÷ (5/12 - 1/2 + 2/3) * 4,http://1.bp.blogspot.com/-OWP0GJJwcR0/UJPffssvcsI/AAAAAAAACyI/1p4bb2-l_3E/s1600/ex01-0721.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,82acb4b1-57a7-4bed-bd5d-0fc7414cd3f1,PROBLEM,Simplify.,(2/3)^2 - (1/2)^3,http://2.bp.blogspot.com/-0yf9V3pPqys/UJPfj_eQJOI/AAAAAAAACyQ/Fwr9SDJW4GQ/s1600/ex01-0722.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,75ede007-94d6-4c54-994b-eb03b2eee0f7,PROBLEM,Simplify.,(2 + 3 * 6 - 4 * 3)/(2^2 - 3^2),http://3.bp.blogspot.com/-eoR8qSyPxzk/UJPfny0JxyI/AAAAAAAACyY/iOLKj6srfjs/s1600/ex01-0723.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,7f056905-29c5-4201-8674-9c934e4763d3,PROBLEM,Simplify.,((2 + 7) * 2 - 2^3)/(10 + 9^2 + 3^2),http://4.bp.blogspot.com/-dt6_Bv1qy94/UJPfsqhl06I/AAAAAAAACyg/aiBFEyoglVA/s1600/ex01-0724.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,5dfd988a-cc57-44b9-864f-a6b2efc8247a,PROBLEM,Simplify.,((-1 - 3)^2 - 15)/(-3 * (-7 + 2^2) - 5),http://1.bp.blogspot.com/-0VBfNVnCYQQ/UJPfwrRpPuI/AAAAAAAACyo/1UgSdFj2ia0/s1600/ex01-0725.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,ee8c5ab1-c379-4a7b-a303-6217c036fc57,LESSON,,order of operations with absolute values,"Some problems may involve an absolute value, in which case you will need to apply the innermost absolute value first as you would if it were a parentheses.

http://1.bp.blogspot.com/-Pi2ihihsDpc/UJPgfU08ddI/AAAAAAAACy4/NgFVuPaebWo/s1600/ex01-0727.PNG"
1 - Real Numbers and Their Operations,1.7 Order of Operations,6d3c05b4-972d-45e0-9381-5eae4a1b133e,PROBLEM,Simplify.,5 - 3[6 - (2 + 7)],http://3.bp.blogspot.com/-sQmjtOPlhN8/UJPgwoOzndI/AAAAAAAACzI/-8SMJ6Te73c/s1600/ex01-0730.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,59d04f46-f818-4476-a805-694f4e4a391e,PROBLEM,Simplify.,1 + 2[(-2)^3 - (-3)^2],http://1.bp.blogspot.com/-1Mvde8-9TuI/UJPg1DF3bQI/AAAAAAAACzQ/L45bXSN7KZw/s1600/ex01-0731.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,d66f1c46-7c77-4717-9802-4a3918661164,PROBLEM,Simplify.,-3[2(7 - 5) ÷ 4 * (-2) + (-3)^3],http://2.bp.blogspot.com/-FD2oQ6pkV9g/UJPg4qDdsUI/AAAAAAAACzY/Rz_k-7ATtsU/s1600/ex01-0732.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,e8471fac-a9b0-4f1c-bae9-38ee360a3764,PROBLEM,Simplify.,1/2[3/4 * (-4)^2 - 2]^2,http://2.bp.blogspot.com/-384abOzwcE8/UJPg8TzwpuI/AAAAAAAACzg/206KERKYMY0/s1600/ex01-0733.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,70ea6b45-a955-41a6-a4ec-af0dd8da40ae,PROBLEM,Simplify.,6 * [(2/3)^2 - (1/2)^2] ÷ (-5)^2,http://2.bp.blogspot.com/-YUAoTg3UeW4/UJPg_y2AdPI/AAAAAAAACzo/8eOiMHz9atE/s1600/ex01-0734.PNG
1 - Real Numbers and Their Operations,1.7 Order of Operations,9c890584-582a-467e-8f50-ff794f8463f7,PROBLEM,Simplify.,-7^2 - [-20 - (-3)^2] - (-10),http://1.bp.blogspot.com/--_-xj4iaYkE/UJPhDnwNTfI/AAAAAAAACzw/hzm3sCxd3Ug/s1600/ex01-0735.PNG
